Pos Office Branch,User,Reviews,Rate,tanggal_review
post office of pangkalan bun,ronny rahmad ramadhan,sukses memberikan pelayanan terbaik.,5,2018-08-11
post office of pangkalan bun,rnd rsbl,kantor pos regional kabupaten pangkalan bun,4,2018-08-11
post office of pangkalan bun,darwin,sering ngeposkan barang ke jakarta,4,2022-08-11
post office of pangkalan bun,eko prasetyo,semangat,5,2024-09-11
post office of pangkalan bun,mico lxander,perbaiki dan percepat pelayanan,2,2019-08-11
post office of pangkalan bun,slamet ainur rahman,pelayanan bagus.. respon bagus,5,2022-08-11
post office of pangkalan bun,sunan fatah,apa ya?,1,2023-08-11
post office of pangkalan bun,ketut prasojo,tempat ngirim paket,5,2023-08-11
post office of pangkalan bun,pak pooh,lebih jozz servicenya,5,2019-08-11
post office of pangkalan bun,achmad rosyadi,service memuaskan,5,2019-08-11
post office of pangkalan bun,andri setia purnama,tempat pengiriman barang,5,2021-08-11
post office of pangkalan bun,hendrianus samuel hutabarat,bagus,5,2021-08-11
post office of pangkalan bun,yunita yunita,respon lambat,1,2019-08-11
post office of pangkalan bun,lux lux,alhamdulillah,5,2021-08-11
post office of pangkalan bun,kristian limbong,tempat bersih dan mudah diakses,5,2023-08-11
post office of pangkalan bun,yusuf tetsuya,bagus,5,2023-08-11
post office of pangkalan bun,coach oghox,bagus,5,2019-08-11
kantorpos tenggarong,liana maaidah d,"bumn, tp blm bisa bersaing dgn ekspedisi swasta lain. semoga bisa membaik & lebih kompetitif (khususnya dlm segi kecepatan pengiriman) dgn jnt/spx/lainnya",2,2025-08-06
kantorpos tenggarong,daos rudiansyah,"pelayanan sangat baik, cepat dan sopan..dan lengkap semua layanan..dimana sya bisa kirim paket sekalgus bayar² listrik, air dan kirim uang jg.. apalagi pas libur pasti buka terus, sangat membantu .. mantap..👍 …",5,2024-09-11
kantorpos tenggarong,fatimah rosyidah,"tempat mudah ditemukan, pelayanan cepat dan baik, tempat antrian luas.",5,2023-08-11
kantorpos tenggarong,ds,"kecewa sekali dengan ekspedisi kantor pos, cek tarif estimasi 2hari sampai ternyata s/d 9hari tdk ada kbr sm sekali. paket dikirim dr smd tgl 2, tgl 6 pket sdh di tgr bhkn keterangannya paket di antar ulang tp sy tunggu² smpai tgl 10 tidak jg sampai di alamat tujuan. akhirnya sy jemput sendiri ke kntor pos nya, pdhl di paket sdh tertera alamat sy lgkp slngkap lngkapnya no hp pun ada ttpi tdk ada konfirmasi sm sekali dr pihak kurirnya.",1,2024-08-11
kantorpos tenggarong,johan gier,"dari tgl 25 sd saat ini paket belum dikirim2..sudah 6 hari mandeg tak bergerak..toko yg kirim paket tanya2, saya harus konfirmasi tanda terima barang di aplikasi online sudah lewat waktu estimasi, resiko.a uang saya hilang lumayan besar..harap di perhatikan",1,2023-08-11
kantorpos tenggarong,bang santai,"alhamdulillah barang saya telah sampai. jika barang kalian ada belum di antar ke rumah, mungkin ada penulisan alamat yang salah atau pas di anter ke rumah orangnya tidak ada, atau mungkin hal hal lain. bisa langsung di ambil aja ke kantor posnya langsung, caranya datang ke petugas baru nanti tanya, tempat ambil barang, nanti di tunjukin, baru nanti kasi lihat nomor resi barang kita ke petugasnya. jadi, seperti itu. insyallah bisa di ambil",5,2020-08-11
kantorpos tenggarong,nur roman,"pengalaman kirim plg buruk...paketanku dr jakarta udah nyampe pos tenggarong berdasarkan tracking di sistem 8 hari statusnya gak berubah stay di pos tenggarong, ni ngapain bisa selama itu, gak di kirim ke alamat tujuan???...kapok pake pos...mendingan jne, jnt, sicepat aja....",1,2021-08-11
kantorpos tenggarong,ifoni sanjaya,"kurir pemalas, nggak niat kerja",1,2025-03-11
kantorpos tenggarong,prananda,"pelayanan buruk, pengiriman barang gagal tidak ada komfirmasi, katanya pengiriman yg paling cepat tapi sudah 4 hari di tracking resi ternyata barangnya masih di tenggarong",1,2023-08-11
kantorpos tenggarong,dayyy.,"aku baru tau ternyata masih bisa sistem kirim uang lewat kantor pos, ngebantu banget buat yang belum punya bank tabungan. untuk pengiriman barangnya juga cepat, kalau dapat kiriman paketan langsung di antar atau di telepon terlebih dahulu. ya, kantor pos harga untuk ongkos kirimnya lebih ramah hehe.",5,2017-08-11
kantorpos tenggarong,rilia saputri,"tidak direkomendasikan untuk mengirim paket, hanya direkomendasikan untuk membeli materai karena harga asli 10ribu 😁 …",1,2025-01-11
kantorpos tenggarong,novia via,"ruang tunggu sejuk,  parkir lumayan luas, pelayanan ramah.  selain dalam pengiriman paket, surat dan lain². sangat membantu sekali dalam hal setor menyetor uang ketika hari libur. sabtu dan minggu. sangat mudah dalam bertransaksi.  hanya saja kendalanya terkadang gangguan dan saldo habis pada saat tertentu. semoga saat dhari libur saldo diperbanyak agar lebih bisa mempermudah pelanggan karena sangat urgent setelah dihitung ternyata blm bisa setoran. semoga lebih baik lagi ke depannya.",5,2019-08-11
kantorpos tenggarong,haytech computer,tadinya pilih pos karena estimasi tercepat estimasi 3 hari tdk masalah mahal asal cepat sampai ternyata terburuk sudah 5 hr kerja samapai sekarang belum juga sampai.,1,2022-08-11
kantorpos tenggarong,salsm m,"kasir nya gak ramah. terus gak di kasih struk resi nya jadi gak tau harga per kg nya brp. padahal kirim barang yang paling lama sampai nya, tapi harga nya mahal bgt",1,2022-08-11
kantorpos tenggarong,silvhy hecka,"mohon bantuannya,, adakah barang yang tiba dari kupang kefamenanu tolong di informasi dan secepatnya tolong antar ke pos kembang janggutx dan tolong hubungi aqu di no telpon yg tertera di aalamatx ,s'alxa alamt yg tulis di paket itu slah,... terimakasih banyak atas  bantuannya",3,2020-08-11
kantorpos tenggarong,antonius sugiarto,pilihan tepat untuk pengiriman paket.. pelayanannya ramah,5,2024-09-11
kantorpos tenggarong,asyari agen tembakau jambangan madura,ma'af sebelomnya saya cuma mau ngasi tau saya ngirim barang dr madura tgl 1 sudah nyampek d pos tenggarong sampe sekarang belom di antar..sudah 4 hr,1,2021-08-11
kantorpos tenggarong,amaji aji,"kantor pos pelayanan paling mengecewakan
rugi besar negara bayar gaji cara kerja karyawan seperti ini.lebih baik ditutup saja .sungguh sangat mengecewakan.",1,2020-08-11
kantorpos tenggarong,kang trisno,"kantor pos tenggarong, cukup tua, tapi pelayanan oke. halaman lumayan. kirim barang dalam dan luar negeri bisa. nyari materi juga bisa",5,2020-08-11
kantorpos tenggarong,joe kely,"kantor/tempat penyedia jasa ekspedisi(barang/surat),  jual benda pos, transfer uang (western union,  bayar tagihan, dll.",4,2017-08-11
kantorpos tenggarong,fitra rachmad,"buka setiap hari, bisa bayar listrik air telpon bpjs kesehatan, bpjs ketenagakerjaan",5,2022-08-11
kantorpos tenggarong,noor fadlhilah,barnag sdh beberpa hari datang gak di antar2 pas ke kantor penuh terus cs makan siang suruh balik lagi pas balik dh tutup kecewa,2,2021-08-11
kantorpos tenggarong,fahrul ajalah,paketku kurir kok nggk wa,5,2024-08-11
kantorpos tenggarong,putra raja walet kalimantan,"kantor pos tenggarong, bisa kah kirim barang keluar negara, tujuan malaysia! dan apa saja persyaratanny",3,2017-08-11
kantorpos tenggarong,suyono,"kita sudah jarang ke kantor pos, tapi kantor pos satu-satunya di kota tenggarong ini tetap ramai pengunjungnya.",4,2017-08-11
kantorpos tenggarong,ta ri,"kantor pos tenggarong sangat bagus pelayanannya
hari minggu buka",5,2022-08-11
kantorpos tenggarong,jday tsaqif,"rqpi dan bersih, petugas juga cukup ramah terus yang penting masih muda2 😁 …",3,2019-08-11
kantorpos tenggarong,fisher reinstein,"pelayanan prima & ramah.

karyawannya sigap dalam melayani pengunjung.",5,2019-08-11
kantorpos tenggarong,fadli maha,"pelayanan lebih prima, tertib dan teratur serta suasana yg lebih nyaman",4,2018-08-11
kantorpos tenggarong,nursiono nursiono,pengiriman nutrisi untuk turun berat badan,4,2023-08-11
kantorpos tenggarong,yhani sah,apakah hari in buka kator pos ny kak,5,2021-08-11
kantorpos tenggarong,yuda patria setiawan,"assalamu'alaikum
buka rekening bank btn kah",5,2021-08-11
kantorpos tenggarong,fitri apriyani,layanan cepat tepat dekat akurat amanat,5,2018-08-11
kantorpos tenggarong,shamiira dhanye,"pelayanan ramah, cepat...",5,2020-08-11
kantorpos tenggarong,mukh dan,pelayanan lebih lengkap,4,2018-08-11
kantorpos tenggarong,eleven ly,bagusss,5,2021-08-11
kantor pos indonesia cabang bontang,gerry sia,"mantap pengiriman tepat waktu & kurir ramah sekali.
semoga pengiriman paket pos indonesia berjaya kembali seperti masa lampau, saran saya akan lebih bagus lagi kurir pos indonesia memakai seragam pak pos seperti dulu & pakai motor warna oren, biar lebih iconik.",5,2025-05-11
kantor pos indonesia cabang bontang,lina k soewita,"kecewa dg pelayanan pt. pos. report pd track perintah pengiriman ke alamat tujuan jam 10 pagi, jam 16.00 tercatat paket harus diantar ulang krn rumah kosong.
bohong banget...  rumah penerima tidak kosong, malah semua penghuninya ada. klo pun kurir udh nganter dan ternyata tdk ada yg bukain pintu, di situ tercatat no hp penerima...  kapok pake jasa post.",1,2025-02-11
kantor pos indonesia cabang bontang,fiqih afif putra,"selalu dapet potongan voucher dari posaja setiap tanggal kembar, pak raven selalu ngarahin pake lewat posaja! thanks kantor pos bontang, sukses selalu!! 🙏 …",5,2025-02-11
kantor pos indonesia cabang bontang,tallin talien,"pelayanannya busuk banget! gimana sopnya pos indonseia ini? kalo semua cs kelakuannya begitu dipastikan orang enggak menggunakan jasa pos indonesia. hari ini tanggal 21/12/24 sekitar jam 10.30 wita, saya ke ke pos indonesia, dilayani sama cs yang nama digatenya reza (gak tauk deh itu namanya apa bukan, karna hanya 2 cs perempuan yang melayani dan saya dilayani sama cs perempuan pake baju biru navy hijab navy)

kocak tuh csnya, belum kelar melayani saya sudah digeser aja, saya belum bayar si cs udah manggil customer lainnya, tanpa menanyakan apa². udah gitu jutek banget. setelah tiba² dy geser saya, saya langsung liatin dy terus dengan entengnya dy bilang ""udah kelar ya"" begitukah pos indonesia mengajarkan csnya melayani customer?

benar² pelayanan yang busuk! perlu banyak pembenahan.",1,2024-12-11
kantor pos indonesia cabang bontang,mashari 77,"terima kasih kantor pos bontang pelayanannya cepat, kurirnya profesional dalam bekerja.",5,2025-02-11
kantor pos indonesia cabang bontang,abadi nugroho,tempatnya luas nyaman. parkiran juga luas. lokasi di tengah kota mudah di jangkau. kalau pagi masih agak sepi.,4,2025-02-11
kantor pos indonesia cabang bontang,kokoh handoko,tempat yg terpercaya melayani masyarakat apalagi di kota kota kecil yang belum menjamur jasa kurir.,5,2022-08-11
kantor pos indonesia cabang bontang,ravenxa porsiana,"keren
saya sangat di bantu baik dalam pelayanan kiriman ataupun pembayarab",5,2025-01-11
kantor pos indonesia cabang bontang,evi handayani,"sangat membantu untuk pembayaran bulanan, pelayanan satu pintu, pelayanan sangat cepat, petugas dan securitynya sangat membantu dan memberikan pelayanan maksimal.",5,2024-09-11
kantor pos indonesia cabang bontang,sudirman sudirman,"pengantaran cepat, penanganan komplain cepat

..",5,2025-02-11
kantor pos indonesia cabang bontang,ardiansyah harman,"1 atap untuk semua pembayaran dan solusi untuk segala pengiriman baik dokumen, paket atau untuk pindahan alat2 berat lainnya",5,2024-08-11
kantor pos indonesia cabang bontang,elzo maliqalyubbi,pelayanan mudah dan cepat. karyawan ramah2.,5,2025-02-11
kantor pos indonesia cabang bontang,kukuh hadiyanti,"setiap bulan bayar listrik dan air di kantor pos, pelayanan sangat memuaskan, cepat meski antrian cukup banyak, selalu ramai hampir tidak pernah sepi.

menghindari antrian yang panjang saya biasa bayar sore - sore pulang kerja, tapi untuk memuaskan para pelanggan saat ini kantor pos buka sampai jam 20.00. ( 8 malam).

salut untuk kantor pos bontang. 👍👍",5,2019-08-11
kantor pos indonesia cabang bontang,umi marfuah,loket pelayanan tercepat pokoknya,5,2025-02-11
kantor pos indonesia cabang bontang,wardhana hadi s23cwh,"sudah lama tidak kirim paket via kantor pos. ternyata sudah berubah. ruang nyaman, petugas ramah, antrian pake nomor. menyenangkan. tapi pengen liat dulu, sampai tujuan berapa lama dan barang dalam keadaan bagaimana. :)",4,2020-08-11
kantor pos indonesia cabang bontang,melinda kusdiana,"mantap, pelayanannya bagus dan ramah sekali.
bayar bayar dan kirim paket mending ke posaja",5,2023-08-11
kantor pos indonesia cabang bontang,rezha fatmawati,"kantor pos bontang buka layanan tiap hari. slama pandemi covid 19, dari senin sampai jumat jam operasional sampai jam 7 malam. sabtu sampai jam 3 sore dan minggu sampai jam 12 siang.",5,2021-08-11
kantor pos indonesia cabang bontang,yuli abdi,kantor yg cukup besar dengan fasilitas yg baik di lengkapi dengan ac meski antri tapi banyak tempat duduk,4,2023-08-11
kantor pos indonesia cabang bontang,syl a,sejauh ini pengalaman saya disini kalau di rata2kan ya hasilnya 3 bintang saja. beberapa staf2nya perlu ditraining lagi agar lebih professional namun beberapa sudah menunjukkan profesionalisme-nya. tapi semakin kesini semakin membaik.,3,2020-08-11
kantor pos indonesia cabang bontang,rifda aulia,"pelayanannya bagus dan sering buka, malam pun buka, sekarang udah bisa bayar migas bontang juga, jadi gak perlu jauh² ke telihan",5,2021-08-11
kantor pos indonesia cabang bontang,ardianto saning,barang dah nyampe d hub bontang ngak di kirim2 ke sgt . lambat sekali pelayanannya sudh 2 hari,2,2020-08-11
kantor pos indonesia cabang bontang,novi kaligrafi,baru injak kantor pos lagi 😂 …,5,2020-08-11
kantor pos indonesia cabang bontang,minul mentul,"disambut oleh sekuriti, antrean dengan mesin antrean, gak pernah antre nunggu lama. kecuali full banget kantornya. tapi gak pernah lama kok antrenya.",5,2021-08-11
kantor pos indonesia cabang bontang,abdul gani wijaya,kantor pos melayani pembayaran pdam listrik dan pengiriman paket serta dokument,5,2017-08-11
kantor pos indonesia cabang bontang,sayyid muhammad ali ridha,sering gangguan kocak,1,2025-04-11
kantor pos indonesia cabang bontang,ndhimen,jam operasional pelayanannya buka sampai malam 👍 …,4,2019-08-11
kantor pos indonesia cabang bontang,royan abdillah,good service... sering pake western union buat nyairin dollar.. :),5,2019-08-11
kantor pos indonesia cabang bontang,algans soemarya (algans),petugasnya ramah.. parkiran luas,5,2023-08-11
kantor pos indonesia cabang bontang,vico raguragu,sampai sekarang barang saya belum datang,1,2021-08-11
kantor pos indonesia cabang bontang,nasurdy,"pelayanan ok, apalagi expedisinya.",4,2017-08-11
kantor pos indonesia cabang bontang,santi susanti,"pelayanan all in, mantap",5,2023-08-11
kantor pos indonesia cabang bontang,enes 26,kantornya bagus,3,2023-08-11
kantor pos indonesia cabang bontang,muhammad fathur rachman,security nya sangat sangat membantu,5,2021-08-11
kantor pos indonesia cabang bontang,fitra rachmad,buka setiap hari,5,2022-08-11
kantor pos indonesia cabang bontang,irwan efendi,pelayanan cepat dan transparan,5,2021-08-11
kantor pos indonesia cabang bontang,susiamsal perdana,bisa bayar tagihan apa saja,4,2017-08-11
kantor pos indonesia cabang bontang,herry wahyudi,cepat dan mudah transaksinya,5,2021-08-11
kantor pos indonesia cabang bontang,faruk jahat,mantappppppp........dipertahankan ya,5,2019-08-11
kantor pos indonesia cabang bontang,ricky permadi,pelayanan cepat. pos juara,5,2017-08-11
kantor pos indonesia cabang bontang,achmad badrus,mantab brooo,3,2017-08-11
kantor pos indonesia cabang bontang,haris amuuk,"assalamualaikum.. pak, apa kabar paket saya? mohon pengertiannya karena barang tersebut akan digunakan untuk lebaran. ini nomor telepon saya 082153060340 🙏🙏 terima kasih …",3,2021-08-11
kantor pos indonesia cabang bontang,nusaibah masyfu'ah,pelayanan yang baik,5,2018-08-11
kantor pos sampit 74300,king kong,"jasa expedisinya sangat sangat buruk dari estimasi yang di tentukan,molornya smpai 1 minggu di tambah lagi,kurirnya tidak menemukan lokasi padahal lokasi dekat,dan di ganti pengiriman besoknya lagi,datang sih paketnya,tapi kurirnya sinis. gak lagi pake jasa via poss. sangat mengecewakan",1,2025-07-21
kantor pos sampit 74300,agus sakroni,"pelayanan ramah, dan harga terjangkau mudah²an perjalanan berkas yg dikirim bisa berjalan dengan lancar serta sampai dengan selamat, terima kasih kantor pos",4,2025-06-11
kantor pos sampit 74300,siti nursih,maaf mau tanya di kantor pos ini bisa minta tolong cek kan kartu kis kah kak,3,2025-07-28
kantor pos sampit 74300,rani deni,"pelayanan nya bagus dan karyawan nya ramah-ramah, terimakasih pos indonesia",5,2025-07-21
kantor pos sampit 74300,asyhar ma'rufi,"lain kali kalau nugasin kurir yang bener dong,masa surat bayar mahal2 eh surat nya dibalikin..pdhl awalnya saya ngirim sampai ke tujuan,begitu ngirim lg katanya alamat tidak jelas,,pelayanan yg mengecewakan",1,2024-12-11
kantor pos sampit 74300,aguh dp,"pelayanan oke ,parkir luas",5,2024-11-11
kantor pos sampit 74300,susilawati,"tempatnya okay,pelayanannya juga lumayan okay,,,cuma untuk sistem money gram dari jumat kemarena smpe sekarang masih gangguan terus infonya hmm...",3,2024-10-11
kantor pos sampit 74300,ahmad syaifudin,hari kamis buka sampai jam berapa yah?,5,2025-04-11
kantor pos sampit 74300,ahmad saufi,mau nanya hari minggu beneran buka kah,5,2025-07-11
kantor pos sampit 74300,eko herman,"pelayanan baik, paket sampai sebelum estimasi 👍 …",5,2024-12-11
kantor pos sampit 74300,afatimu,"udah beli 3 emet, tapi pas upload beli 2 lagi di skil academy karna minus di saya 🥲, semoga diberi rezeki main disini lagi …",5,2024-08-11
kantor pos sampit 74300,hensam asev,"mantap, menjangkau seluruh pelosok negeri",5,2024-08-11
kantor pos sampit 74300,kurniawaty,pelayanan petugas sangat memuaskan terimakasih banyak...🙏🙏🙏 …,5,2021-08-11
kantor pos sampit 74300,moh. rafi,pelayanannyaip👍 …,5,2025-07-14
kantor pos sampit 74300,gusti syahbani,pelayanan nya baik,5,2024-11-11
kantor pos sampit 74300,erni kurniati,"pengambilan uang pensiun, antar & ambil paket, beli materai",5,2023-08-11
kantor pos sampit 74300,akhmad fajar,pembayaran pdam dan kirim paket disini,4,2024-08-11
kantor pos sampit 74300,andreas krisnanda,"pelayanan bagus ,dan ramah kepada pengunjung",5,2023-08-11
kantor pos sampit 74300,riyan riyanto,tempatnya strategis ditengah kota,3,2024-08-11
kantor pos sampit 74300,febrianor,buka setiap hari,5,2023-08-11
kantor pos sampit 74300,endang setianingsih,kantor pos kebanggaan kota sampit 👍 …,5,2023-08-11
kantor pos sampit 74300,agus setyo utomo,sekarang melayani sampai malam,5,2022-08-11
kantor pos sampit 74300,kam creator,sangat memudahkan pengiriman,5,2021-08-11
kantor pos sampit 74300,iin sanjaya,sip dah,4,2022-08-11
kantor pos sampit 74300,dana dean tv,oke bgt,5,2023-08-11
kantor pos sampit 74300,liwa prista yudha,siippp,5,2022-08-11
kantor pos sampit 74300,ardha himawan,bagus,5,2023-08-11
kantor pos sampit 74300,lisa sampit,nendy elisya,5,2023-08-11
kantor pos tanjung selor,kimiafarma skip,"kantor yang masih tetap eksis dari dulu hingga sekarang terus bertansformasi hingga berganti nama menjadi pos ind masih tetap memberikan pelayanan baiknya hingga ke pelosok-pelosok, tanpa kenal lelah dan waktu tanpa batas. tetap semangat selalu bapak & ibu team pos ind kc tse 77000. semoga sehat selalu :)",5,2025-07-11
kantor pos tanjung selor,gracesitha sihombing,"kantor yg selalu berusaha memberikan layanan terbaik tanpa kenal lelah dan waktu. hujan, badai, siang, malam selalu siap dan memberikn layanan pickup, pengantaran, pmbayaran, bantuan dll smpai ke pelosok2. sukses all team pos ind kc tse 77000❤️.  semoga sehat selalu juga ya buat pak spv ops kc tse 77000 🤗🥰❤️🔥 …",5,2025-07-11
kantor pos tanjung selor,intan brillion,karyawan nya merespon dengan ramah dan kurir nya juga satset.. bagus deh pokok nya pos tanjung selor👍 …,5,2025-08-04
kantor pos tanjung selor,nurdiansyah albanjari,"sangat membantu kami untuk pengiriman paket dan dokumen. nggak perlu repot , langsung di pickup ke depan rumah. semoga pos indonesia jaya",5,2024-09-11
kantor pos tanjung selor,alfian,"kantor pos sangat bagus
setiap pemesanan materai selalu diantarkan tepat waktu",5,2024-09-11
kantor pos tanjung selor,siti rohimah,pelayanan kurang ramah😁 …,2,2025-07-11
kantor pos tanjung selor,miftakhul khoir,kirim barang pakai pos kilat khusus. estimasi 2-4 hari sampai. nyatanya udah hari ke lima belum juga sampai. tracking resi juga gk pernah update. huh bikin  naik darah nungggu paket dari pos. ini terakhirkali lah pakai jasa pos. terimakasi sudah buat saya kecewa dengan pelayanan anda yg fantastis,3,2018-08-11
kantor pos tanjung selor,andri yuliardi,"pelayanannya sangat buruk, jutek tidak welcome,  saya ngirim biaya rp. 257,300.-, saya kasih uang rp. 300,000.- kembaliannya rp. 42,000.-,  seharusnya kembaliannya rp. 42,700.- terus rp. 700.- nya ke mana?,  kalau memang tidak ada kembalian harusnya memohon maaf tidak ada uang receh, atau nanya ke konsumen untuk minta uang pas,  kalau tidak ada salah satunya maka di situ terjadi yg namanya keikhlasan,  sehingga tidak timbul riba atau maaf ""mencuri"" uang konsumen,  memang rp. 700.- nilainya kecil,  tapi kalau dari konsumen tidak ikhlas itu dosa loh.. dan tidak berkah,  dan saya salah satunya yg tidak ikhlas.",1,2020-08-11
kantor pos tanjung selor,yunie kasmi,untuk customer service bagian pensiun kok ketus banget ya. entah sop nya memang gitu atau gimana? minta tolong untuk pihak kantor pos sdm nya diajarin lagi untuk tutur kata lebih sopan. setiap melayani customer selalu bentak bentak,1,2020-08-11
kantor pos tanjung selor,nely elvina marpaung,"pelayanan ramah
letak nya strategis
dan pembayaran nya cepat serta kantor nya adem",5,2024-09-11
kantor pos tanjung selor,liani haz,kirim berkas katanya 3-4 hari bukti nya sampai skrg belum sampai ke t4 tujuan. saya cek melalui kode barcode ternyata malah nyasar. gimana sih sistem pengirimannya ini? tujuan pengiriman saya ke tarakan malah sampai nyasar ke tanjung selor. dihubungi ke pos tanjung selor ga bisa. kecewa saya.,1,2019-08-11
kantor pos tanjung selor,jhon bamb,"keberadaan kantor pos tanjung selor, sangat membantu masyarakat, dalam hal mengirim surat dan dokumen, bahkan melakukan berbagai macam transaksi keuangan. demikian juga dengan  proses pelayanan kepada masyarakat semakin meningkat dan profesional semakin menambah simpati masyarakat untuk menggunakan layanan pos... semoga kantor pos semakin ok",4,2018-08-11
kantor pos tanjung selor,cici theresia,tracking barang udah nyampe tapi belum diantar kurir huh gimana seh mohon ditingkatkan lagi pelayanannya jadi rugi rasanya pake pos kilat khusus tau gitu pake jne yang reguler aja 😛 …,1,2016-08-11
kantor pos tanjung selor,fahrizal umarila,"kantor pos ini berads berderetan dengan banyak kantor pemerintahan di jalan skip 1. bila ingin sholat dan beristirahat, seberang jalanan dari kantor pos ini kita bisa mencapai mesjid agung istiqomah tanjung selor. dapat dicapai kurang dari 3mnt dari kantor pos.",5,2016-08-11
kantor pos tanjung selor,indra lesmana,"kantor pos tanjung selor saat ini telah meningkatkanstatusnya sebagai kantor wilayah kalimantan utara sehingga pelayanannya menjadi lebih baik dibandingkan sebelumnya.
ketika anda masuk maka para staf yang ada langsung siap memberikan pelayanan prima terbaik yang dapat anda rasakan sendiri",5,2018-08-11
kantor pos tanjung selor,mokodompit iyonk,pengiriman cepat bisa pick up gratis dan melayani segala pembayaran. pos tanjung selor terbaik,5,2024-09-11
kantor pos tanjung selor,nely marpaung,"letak nya strategis karena dekat dengan cafe
para karyawan nya ramah",5,2024-09-11
kantor pos tanjung selor,mario ramadani,"mungkin karena bumn ya pos indonesia ini pelayanannya sangat buruk, gak jauh ama instansi pemerintah lain",1,2020-08-11
kantor pos tanjung selor,hosna sofia wachyudi putri,tempatnya nyaman parkir luas petugaanya kompeten,5,2024-09-11
kantor pos tanjung selor,ilham terry,"keren banget, tiap hari buka baik weekend dan weekdays... mantap!!!",5,2024-08-11
kantor pos tanjung selor,mba ndut,"lama banget datangnya katanya  paket kilat nyampainya 2-4 hari,  sdh lah seminggu lebih gk datang datang",1,2018-08-11
kantor pos tanjung selor,deli deli ani sari,ini pa nomor resi nya...sy lacak ...pengiriman pos kilat ko lama,4,2018-08-11
kantor pos tanjung selor,novembri susanti ngerung,perbanyak senyum & ramah kepada masyarakat.. jgn cetus muluh muka nya seperti tidak ikhlas melayani 🙏🏻🙏🏻🙏🏻 …,1,2021-08-11
kantor pos tanjung selor,nur janna,"kata ea 3- 4 hari koq belum datang juga paketan saya.
jgan main tipu ea kurir ea.",1,2018-08-11
kantor pos tanjung selor,usman hasani,lihat track udah dari tgl 4 sampai tanjung selor tapi sampai tgl 7 g di antar ke tujuan,1,2020-08-11
kantor pos tanjung selor,faesol puspito,pengiriman sekarang lebih cepat. cuman terkadang agak basah kardus barang,4,2017-08-11
kantor pos tanjung selor,fitra rachmad,"bisa bayar listrik air telpon bpjs kesehatan, bpjs ketenagakerjaan",5,2022-08-11
kantor pos tanjung selor,aprijan d,"bangunan direnovasi menjadi lebih baik, semoga pelayanannya juga ditingkatkan menjadi lebih baik lagi",5,2017-08-11
kantor pos tanjung selor,silvia hadriani,"pelayanan bagus, sistem antrian rapi dan buka 7 dalam seminggu",5,2018-08-11
kantor pos tanjung selor,m. hardian noor,"bayar bpjs, air, listrik dll bisa disini, baru di renovasi",5,2017-08-11
kantor pos tanjung selor,nuryanto ryanmbatang,pelayanan cepat ramah,5,2020-08-11
kantor pos tanjung selor,khairil bakri,bangunan kantornya baru.. petugasnya ramah,5,2017-08-11
kantor pos tanjung selor,fathur rahman,salah satu wahana pengiriman barang,5,2018-08-11
kantor pos tanjung selor,diah rahmi fitria,buka pelayanan sampai jam berapa???,5,2022-08-11
kantor pos tanjung selor,asgar jabbar,mau kirim sesuatu lewat pos,5,2016-08-11
kantor pos tanjung selor,siti nur aslinda,pelayanan nya bgus👍👍 …,4,2019-08-11
kantor pos tanjung selor,israjab nr,tetap semangat,5,2024-08-11
kantor pos tanjung selor,juliansah ndui,salah semua nama jalan,1,2015-08-11
kantor pos tanjung selor,febry haryadi,nomor telepon susah dihubungi,1,2020-08-11
kantor pos tanjung selor,a- coffee,langganan 😄 …,5,2017-08-11
kantor pos tanjung selor,virgian noor,kantor pos sekarang online,5,2018-08-11
kantor pos cabang balikpapan,wahyuni arfah,"jelas2 dia yang slah tempel resi, dia yg kasi saran kee cust. dari awal di komplain.. kok nga smpai2.. paket ku, dengn gampng y dia jawab.. “saya bukan pengantar barang”, kan betul2 nyasar itu.. paket.",1,2025-07-28
kantor pos cabang balikpapan,most yt,"sangat buruk,gak sesuai estimasi okelah kalau cuaca gk mndukung,mereka jg gak ada respon",1,2025-08-04
kantor pos cabang balikpapan,kresna saddam,"area alamatnya mana, paket turun di mana.

coba di perbaiki lagi managemen logistiknya. kek gini jadi tertunda².
dan kenapa kurir ngga menghubungi nomer yang tertera pada paket ??",1,2025-06-11
kantor pos cabang balikpapan,angely bg,"alamat belum ditemukan, kan kurirnya punya hp buat hubungin nomor penerima, gunanya pake nomor hp ya maaf dihubungi lah, bukannya belum konfirmasi paket di antar ke penerima ada² sj keterangan yg dikasi.",1,2025-05-11
kantor pos cabang balikpapan,fikrah hafizhah,"udah baca review orang2 ternyata keluhannya semua sama ""pengantarannya superrrr lama"" padahal ongkirnya lumayan mahal, tp sampai ke alamat tujuannya lama banget ckck. ga akan 2x pake jasa pos untuk kirim barang😖 …",1,2025-03-11
kantor pos cabang balikpapan,kk bon / edy irawan,"apakah hanya membeli materai saja antrinya lama banget ya. ikut antrian juga, tolong pembelian materai hanya sebentar lho. tolong disediakan loket khusus, percuma loket sampai 10.untuk beli materai saja. lama banget. tksh",1,2025-04-11
