Pos Office Branch,User,Reviews,Rate,tanggal_review
kantor pos besar yogyakarta,pasca adha pratama,tempatnya keren banget. buat pedestarian,5,2021-08-15
kantor pos besar yogyakarta,agni widhiana,pelayanan sangat memuaskan..paket tiba di tujuan tepat waktu.. terima kasih,5,2023-08-15
kantor pos besar yogyakarta,muhamad iqbal fadilah,numpang lewat dari keraton ke parkiran bus,4,2017-08-15
kantor pos besar yogyakarta,widya prasetyo,"pelayanan bagus, kantornya besar jadi mudah d cari.. berada d tempat yg strategis..",5,2021-08-15
kantor pos besar yogyakarta,sat rio,tempatnya klasik kereeen banget. mungkin karena jarang menemukan desain interior bangunan yang old town banget,3,2021-08-15
kantor pos besar yogyakarta,retno vinsi,"bersih, bagus buat foto wkwkw.... tapi agak lama pelayanannya, terus sering kayak kebingungan mbnya.",5,2021-08-15
kantor pos besar yogyakarta,nada lala,sekarang sudah direnovasi jadi lebih bagus dan nyaman..,4,2020-08-15
kantor pos besar yogyakarta,hanif nusena,pelayanan cepat,5,2022-08-15
kantor pos besar yogyakarta,widayat atmo,"lumayan,,, tpi tolong lbih d tingkatkan playanya,,, masa kirim pket nexday sampai tujuan 5 hari,,, perbaikilh,, jngn kecewakn pelanggan,,",1,2020-08-15
kantor pos besar yogyakarta,alam romadhon88,"spot foto terbaik, dengan latar belakang bangunan tua kantor pos besar yogyakarta.. 👍 …",5,2023-08-15
kantor pos besar yogyakarta,i.b. parwatha,tempat mengirimkan surat' kartu pos' paket pos dan tempat bersejarah di kota yogyakarta,5,2023-08-15
kantor pos besar yogyakarta,paula sinta aryani widyastuti,"ada 15 loket layanan pada jam sibuk, tersedia mesin antrian sehingga lebih teratur",5,2019-08-15
kantor pos besar yogyakarta,ade setiawan,bangunan unik bukti sejarah per pos and yg ada di indonesia. arsitektur eropa kuno.,5,2019-08-15
kantor pos besar yogyakarta,faisal reza sukmawan,bangunan bersejarah peninggalan zaman penjajahan yang masih bagus dan berfungsi sampai sekarang,5,2020-08-15
kantor pos besar yogyakarta,yoga arisnuranto,"lahan parkir dijadikan parkir para wisata, jadi kita yg niatnya mau kepos ditarik uang parkir secara paksa!!!!",1,2019-08-15
kantor pos besar yogyakarta,sasti ira maharani,"bangunannya sangat estetik, khas peninggalan zaman belanda 👍🏼🥰 …",4,2023-08-15
kantor pos besar yogyakarta,rudy hakim,"nostalgia yang tak pernah hilang, sekarang halaman depan lebih bersih karena motor dialihkan ke kantong parkir",4,2021-08-15
kantor pos besar yogyakarta,widodo bram,sekarang sudah rapi,5,2019-08-15
kantor pos besar yogyakarta,deni istiani,pelayanan nya sangat memuaskan..mulai dr security..cs maupun bagian pelayanan depan...,5,2022-08-15
kantor pos besar yogyakarta,supryana,sudah ditelp beberapa kali tidak pernah diangkat (tgl 25/03/2018 jam 16:11). harap no telp dirubah agar customer bisa dilayani dengan bagus dan memuaskan.,1,2018-08-15
kantor pos besar yogyakarta,rumadi aza,kantor pos malam hari,5,2023-08-15
kantor pos besar yogyakarta,irawan dinata,"tolong kurirnya yg ngga niat kerja diganti saja, kalo ngga mau ngirim ke alamat suruh telp penerima biar diambil 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻 …",1,2018-08-15
kantor pos besar yogyakarta,fubuki aida (nur rohmi aida),bangunannya keren. klasik dan khas eropa,4,2019-08-15
kantor pos besar yogyakarta,genesis angelozoid,pelayanannya cepat. barang yang dikirim juga cepat sampai. kalau minggu buka sampe jam 14.00.,5,2018-08-15
kantor pos besar yogyakarta,itmam ardiana,"bangunan yang sangat indah dan tidak membosankan serta sangat ikonik.

a very beautiful, interesting, and timeless building.",5,2019-08-15
kantor pos besar yogyakarta,ida annisa,"kantor pos yang legendaris terlihat dari bangunannya,, letaknya didekat titik nol yogyakarta",5,2018-08-15
kantor pos besar yogyakarta,sathya yana,mau kirim ijazah via pos g diterima takut hilang jd terpaksa via expedisi yg lain,3,2019-08-15
kantor pos besar yogyakarta,angela nungki kusumaningrum,masuk toilet harus bayar 2.5ribu,1,2024-08-15
kantor pos besar yogyakarta,sochib e-lbashr,kantor pos. dilihat dari gedungnya kelihatan jelas betapa dahulu pos memainkan peranan yang sangat penting,4,2017-08-15
kantor pos besar yogyakarta,hemly arizona,mengoleksi perjalanan tempat² bersejarah,4,2024-09-15
kantor pos besar yogyakarta,samijan geni,"sistem eror, katanya gangguan nasional. giliran ke pos gondomanan malah lancar2 aja. 🐖💩 …",1,2021-08-15
kantor pos besar yogyakarta,heri sunardi,"katanya bisa melayani lebih dari 40 mata uang asing dan menjamin keaslian valas.
.",4,2018-08-15
kantor pos besar yogyakarta,suma tri wahyuni,"pelayanan lama, ya kali nunggu smpe 1 jam padahal cuma 3 orng yg antri",1,2021-08-15
kantor pos besar yogyakarta,042_ putri annisa,"mengambil bantuan dari pemeeintah, dan saat kesana tidak pakai antri antri.. pelayanan ramah sekali",5,2021-08-15
kantor pos besar yogyakarta,pak nugie,kantor pos terbesar di kota yogyakarta,5,2018-08-15
kantor pos besar yogyakarta,azka raditya,kantor pos pusat jogja pelayanan sempurna,5,2019-08-15
kantor pos besar yogyakarta,jhe sanjaya,"selama corona jadwalnya:
senin-sabtu pkl. 07.30-21.00 wib
minggu pkl 09.00-14.00 wib",5,2021-08-15
kantor pos besar yogyakarta,tika kumalasari,parkir pos besar yang luas,5,2018-08-15
kantor pos besar yogyakarta,anita bahar,kantor terbesar dan tertua di yogyakarta. bangunannya merupakan peninggalan jaman kolonial belanda.,5,2017-08-15
kantor pos besar yogyakarta,fiqih akbari,"karena bukanya sampai jam 24.00, kebetulan mau ke sekaten 2016, malah macet panjang dsni",4,2017-08-15
kantor pos besar yogyakarta,adhya,terakhir kesini karena kembalikan barang reject dari seller toko orange,5,2022-08-15
kantor pos besar yogyakarta,dardiri dardak,salah satu bangunan peninggalan masa lalu yg masih bagus dan ditetapkan sebagai cagar budaya,5,2019-08-15
kantor pos besar yogyakarta,arie dwi s,pelayanan cepat dan ramah,5,2022-08-15
kantor pos besar yogyakarta,bandi subandi,"kantor pos besar yang ada di jogyakarta,letaknya strategis berada dipusat ibukota",5,2018-08-15
kantor pos besar yogyakarta,yoga pratomo,bangunan yang memiliki arsitektur yang bagus,5,2019-08-15
kantor pos besar yogyakarta,piet hendro,"kantor post, lokasi strategis di km 0 jogjakarta, tempat nongkrong di area malioboro",4,2023-08-15
kantor pos besar yogyakarta,hermawanarif90 arif90,"pelayanan lama, ada 13 loket hanya terisi 4 petugas",1,2022-08-15
kantor pos besar yogyakarta,eko video,"kantor pos utama di jogja, tetap beroperasi terbatas meskipun liburan",5,2021-08-15
kantor pos besar yogyakarta,untoro onggo prabowo (toro jogja),"banyak jenis pelanyan pos di sini, service cepat dan mudah, tersedia parkir dibelakang",5,2019-08-15
kantor pos besar yogyakarta,rani galih pertiwi,di dalem susana tempoe doleo masih ada,5,2020-08-15
kantor pos besar yogyakarta,happy baswara,malam terlihat indah dan megah khas bangunan tempoe doeloe..tjakep utk futu2..,4,2020-08-15
kantor pos besar yogyakarta,ayu jelita,"pelayanan ramah dan cepat..
datang jam 5 sore situasi tidak terlalu antri",5,2022-08-15
kantor pos besar yogyakarta,muhammad fatkhun,nostalgia bangunan khas jogja jaman dulu gak ganti. sekarang lebih terawat & bagus,5,2019-08-15
kantor pos besar yogyakarta,anton hermawan,menempati gedung berarsitektur seni historis,5,2017-08-15
kantor pos besar yogyakarta,andri udi s,"walaupun bangunan tua tapi tetap terawat, dan sangat bersejarah.",5,2021-08-15
kantor pos besar yogyakarta,rudy hartanto,"bangunan bersejarah di jogja, kantor pos besar.",5,2017-08-15
kantor pos besar yogyakarta,daniel chaniago,salah satu bangunan bersejarah di kota jogja yang masih menjaga keaslian eksteriornya,5,2020-08-15
kantor pos besar yogyakarta,haryo sunu sumantri,dalam pengambilan pensiun an cukup ramah petugas nya..,4,2022-08-15
kantor pos besar yogyakarta,yunita _,2 paket untuk alamat yg sama tapi yg dikasihin k penerima hanya 1 paket tuh gmna??,1,2021-08-15
kantor pos besar yogyakarta,arief hidayat,tempat yang sudah menjadi cagar budaya tapi masih bisa buat nukerin duit baru...,5,2016-08-15
kantor pos besar yogyakarta,diian dwii,ada yg punya kontak custumor servis yg bisa dihubungi? mau komplain paketan ada yg bocor,1,2020-08-15
kantor pos besar yogyakarta,eko budi utomo,megah. berada di sekitar titik nol yogyakarta dan merupakan bangunan bersejarah dan icon kota yogyakarta.,5,2019-08-15
kantor pos besar yogyakarta,rumah indonesia,ngirim pakai resi otomatis dari salah satu ecommerce susahnya minta ampun,2,2020-08-15
kantor pos besar yogyakarta,la ode muh syawal,kalau malam terlihat cantik dengan pemandangan jalan malioboro tepat didepannya.,5,2019-08-15
kantor pos besar yogyakarta,faisal sir,gedung ini tampak gagah. walau gedung kuno tapi tetap berkelas tak ketinggalan zaman.,4,2017-08-15
kantor pos besar yogyakarta,aad dani,lagi nunggu nihh udah 3 hari.. moga nyampe hari ini.. ta tmbahin lgi bintang nyh klo sampe,4,2016-08-15
kantor pos besar yogyakarta,endra yana,"pelayanan memuaskan,.. ada tempat sholat di lantai 2 nya",4,2019-08-15
kantor pos besar yogyakarta,fahmi gibran,"tempatny mewah,sanat luas dan ramah pelayanany. terima kasih",5,2022-08-15
kantor pos besar yogyakarta,budiyono jogja pleasure,kantor pos terbesar di jogja,5,2019-08-15
kantor pos besar yogyakarta,mas hoho (nugroho),jadi ingat dulu waktu sholat jum'at berdua... (t.t),4,2014-08-15
kantor pos besar yogyakarta,sulhan qumarudin,salah satu bangunan bersejarah di jogja. gaya arsitektur belanda.,5,2016-08-15
kantor pos besar yogyakarta,rudi abat,mantab dan joss,4,2022-08-15
kantor pos besar yogyakarta,georgius pradipta daniswara,pusat kantor pos yogyakarta terletak di dekat titik nol dan di samping bi,5,2020-08-15
kantor pos besar yogyakarta,bajing gendhu,"parkir motor rp 2000,- dah sesuai aturan resmi...👍 …",4,2018-08-15
kantor pos besar yogyakarta,sasa senja,pos besar ini bangunannya klasik tapi kesannya tetap megah,5,2017-08-15
kantor pos besar yogyakarta,nur af-idah bekti ardiasih,khusus hari minggu & tanggal merah hanya buka sampai jam 14:00 wib.,3,2018-08-15
kantor pos besar yogyakarta,my keboon,pelayanan cepat dan petugasnya ramah,5,2017-08-15
kantor pos besar yogyakarta,samunav,bagus,5,2019-08-15
kantor pos besar yogyakarta,zulkifli taher,terima kasih telah dapat kesempatan buang air kecil di toiletnya.,4,2020-08-15
kantor pos besar yogyakarta,ceklok ceklok,nongkrong  asik di area ini,5,2019-08-15
kantor pos besar yogyakarta,satria wira,"pelayanan mantap, gedungnya megah,berada di pusqt kota",5,2021-08-15
kantor pos besar yogyakarta,nida,lokasi strategis dekat dengan pusat kota dan memiliki arsitektur gedung yang bagus,4,2017-08-15
kantor pos besar yogyakarta,mr eleven,kalau tidak mau menerima telfon mending tidak usah pasang nomor telfon.,1,2022-08-15
kantor pos besar yogyakarta,oki oktami yuda,"tempat nya bagus klasik, sayang beberapa petugas nya ada yang kurang ramah",3,2019-08-15
kantor pos besar yogyakarta,ahmad muhsin,entah kenapa lebih suka memandangnya dari luar. bangunannya masih bagus.,5,2016-08-15
kantor pos besar yogyakarta,wans11,"pelayanan cepat serta bangunan terasa khas dengan nuansa ke eropa"" an",5,2017-08-15
kantor pos besar yogyakarta,tori kunno,"kantor pos yang luas dan pelayanan cepat, jam operasional yang panjang",4,2020-08-15
kantor pos besar yogyakarta,paity and friends,sangat memuaskan pelayanaannya,5,2024-08-15
kantor pos besar yogyakarta,anton legowo,gedung bersejarah,5,2019-08-15
kantor pos besar yogyakarta,jalansendiri id,nyaman dan cepat...,5,2018-08-15
kantor pos besar yogyakarta,ipon semesta,kantor pos legendaris. arsitektur bangunan yang bikin betah berkunjung,5,2021-08-15
kantor pos besar yogyakarta,kholis nur,kantor pos jogja.,5,2019-08-15
kantor pos besar yogyakarta,nanang berag,sering jadi tempat nerima kiriman wesel uang jaman kuliah dulu.,3,2016-08-15
kantor pos besar yogyakarta,nurma lia,gedungnya keren,5,2019-08-15
kantor pos besar yogyakarta,pakbe auto,bangunan bersejarah,5,2020-08-15
kantor pos besar yogyakarta,nur rokhman,gedung bersejarah yg masih digunakan scr optimal..,5,2017-08-15
kantor pos besar yogyakarta,aan faizin,kantor pos pusat jogja. buka sampai malam,5,2020-08-15
kantor pos besar yogyakarta,jurito sudarmo,"gedung cagar budaya, lokasi sangat strategis dititik 0 km yogyakarta...",4,2017-08-15
kantor pos besar yogyakarta,henry davista yunian pratiknya,kantor pos dng bangunan arsitektur jaman belanda cocok buat instagrameble,5,2019-08-15
kantor pos besar yogyakarta,hery malmsteen cah 90an yk,"kantor pos pusat jogja dan bangunan bersejarah, cagar budaya.",5,2019-08-15
kantor pos besar yogyakarta,wamil eko,kantor pos yang terkenal karena berada di 0 km kogjs,5,2017-08-15
kantor pos besar yogyakarta,jail tengil,"tempat sejuk dan nyaman,pelayanan satpam dan cs ramah",5,2020-08-15
kantor pos besar yogyakarta,ira cahya mulana,hari minggu tetap buka tapi mungkin 1/2 hari,5,2020-08-15
kantor pos besar yogyakarta,java multi trans,pelayanan o.k .. kipas angin besar .. tersedia,5,2018-08-15
kantor pos besar yogyakarta,jaya sentosa solusindo,"staf-stafnya ramah.
pengiriman cepat.
recommended.
👍👍 …",5,2022-08-15
kantor pos besar yogyakarta,cicilia ari,barang cepat sampai kalau ngirimnya senin - jumat,4,2017-08-15
kantor pos besar yogyakarta,sarah mantovani,"fast service, fast response. staffnya ga cuma ramah tapi helpful. excellence!",5,2018-08-15
kantor pos besar yogyakarta,yung,salah satu bangunan cagar budaya di 0 km kota yogyakarta,5,2018-08-15
kantor pos besar yogyakarta,bang dzul,trotoarnya sekarang makin bagus dan nyaman untuk pejalan kaki,4,2019-08-15
kantor pos besar yogyakarta,anggarwati anggarwati,mantap buka mpe malem,5,2020-08-15
kantor pos besar yogyakarta,efo hadi,bersih dan enak tempatnya,5,2024-09-15
kantor pos besar yogyakarta,sofia nasueha,tempat nyaman asik dan klasiknya masih kental,5,2023-08-15
kantor pos besar yogyakarta,ap budi s,"nol kilometer yogyakarta ada di sini.
perhatikan arsitektur bangunannya ...",4,2017-08-15
kantor pos besar yogyakarta,danny ashidik,"amazing, bangunan tua khas jaman kompeni",5,2023-08-15
kantor pos besar yogyakarta,moꍟꋪꌩanto,wesel instan ...cukup membantu ...👌👍 .. jozsss..pelayanannya..cepet...mksh... …,4,2017-08-15
kantor pos besar yogyakarta,lebage leather indonesia,makin berbenah dan tetap ramah melayani pelanggan ya..,4,2020-08-15
kantor pos besar yogyakarta,lusy yogyakarta,"pelayanannya semakin oke.
jam bukanya juga sampai malam.",4,2018-08-15
kantor pos besar yogyakarta,katanya syukron,arsiterktur jaman dulu tapi masih digunakan sampai sekarang,4,2016-08-15
kantor pos besar yogyakarta,lesan permonojati,"pelayanan bagus, terutama security-nya yang ramah",5,2019-08-15
kantor pos besar yogyakarta,alfin rohman,tempatnya bagus,5,2021-08-15
kantor pos besar yogyakarta,muhammad bakr muhlison,pelayanannya jauh lebih bagus sekarang. lanjutkan.,4,2020-08-15
kantor pos besar yogyakarta,cahyo setiadi,mengetiknya lama. di konter 30an menit,1,2022-08-15
kantor pos besar yogyakarta,tri handayani,"bangunan tua, kalau malam bagus banget untuk photo",3,2017-08-15
kantor pos besar yogyakarta,danang setya nugraha,"tempatnya luas, nyaman, dan pelayanan ramah",5,2021-08-15
kantor pos besar yogyakarta,finna oktasari saputra,koleksi perangko yang komplit....,4,2017-08-15
kantor pos besar yogyakarta,jack pasandaran,nice heritage in jogja,5,2018-08-15
kantor pos besar yogyakarta,anang joesafens,kantor pos besar dengan pelayanan 24 jam,5,2019-08-15
kantor pos besar yogyakarta,taufiq ismail,"pelayanan ramah cepat dan tepat, juga nyaman",5,2023-08-15
kantor pos besar yogyakarta,victor aria wijaya,salah satu bangunan bersejarah di yogyakarta.,4,2016-08-15
kantor pos besar yogyakarta,andie doankk,hari ini 25.05.2020 kantor pos buka gk ya??,4,2020-08-15
kantor pos besar yogyakarta,awang dwi nugroho,kirim pos disini aja. bangunannya juga aestetic,5,2022-08-15
kantor pos besar yogyakarta,ayyub wicaksono,mantab jiwa spot selfie dan foto di area malioboro,5,2019-08-15
kantor pos besar yogyakarta,barry moore,"kecewa saya, ngirim paket kaca aja ribet bgt",3,2018-08-15
kantor pos besar yogyakarta,vina rostiana,"kantor pos yang kreatif, ada cafe nya.",3,2020-08-15
kantor pos besar yogyakarta,arie aldila pratama,apakah ada tempat parkir mobil bagi pelanggan?,5,2020-08-15
kantor pos besar yogyakarta,ardan nugroho,"pelayanannya memuaskan, akan tetapi masih perlu ditingkatkan.",4,2018-08-15
kantor pos besar yogyakarta,tj,salah satu landmark kota yang berada didaerah malioboro,5,2020-08-15
kantor pos besar yogyakarta,muhammad sholeh,banyak kenangan...,5,2025-01-15
kantor pos besar yogyakarta,didik yuniarto,pelayananny cepat g perlu nunggu lama,5,2021-08-15
kantor pos besar yogyakarta,quantum group,alternatif kirim pos ke luar negeri. minggu buka,5,2017-08-15
kantor pos besar yogyakarta,ariyadi yunianto,tempat kirim paket meski sampai larut malam.,5,2018-08-15
kantor pos besar yogyakarta,mas bulus,tempatnya bersejarah,5,2018-08-15
kantor pos besar yogyakarta,miharso budi santoso budi,"bagaimana pelayanan ditingkatkan 24 jam, begitu?",4,2013-08-15
kantor pos besar yogyakarta,azzam radith,kantor pos besar... buka sampai malam,5,2017-08-15
kantor pos besar yogyakarta,satya yana,kantor pos yg buka 24 jam,3,2019-08-15
kantor pos besar yogyakarta,hendry sutrisno,"tempat nyaman, pelayanannya juga cepat..",4,2016-08-15
kantor pos besar yogyakarta,isai edianto,begitu indah dengen warna nya,5,2024-08-15
kantor pos besar yogyakarta,maximilian marius,beberapa kali kirim pos lewat sini (y),5,2017-08-15
kantor pos besar yogyakarta,ainia kreatif chanel,pelayanan dibagian pembayaran pensiun ramah,5,2019-08-15
kantor pos besar yogyakarta,lukman semedi,"lokasi strategis ,sayangnya parkir motornya semrawwut",3,2017-08-15
kantor pos besar yogyakarta,maryatun prayitno,seru ....,5,2024-08-15
kantor pos besar yogyakarta,dian kusumasari,"pelayanan cepat, sekarang pakai nomor antrian",4,2018-08-15
kantor pos besar yogyakarta,triyono kp,"kantor bersejarah, pelayanan ramah, cepat, komplit.",5,2020-08-15
kantor pos besar yogyakarta,amilia fadilah,mantep,5,2018-08-15
kantor pos besar yogyakarta,noki,kirim barang langsung saja kesini kapanpun bisa :),4,2018-08-15
kantor pos besar yogyakarta,v l,"lama kalo ngirim, ditelfon apalagi kagabakal diangkat",1,2018-08-15
kantor pos besar yogyakarta,zaen gamal,kantor pos bersejarah ...dekat malioboro,4,2019-08-15
kantor pos besar yogyakarta,melati wijayanti,pelayanan cepat.. gak kalah sama jn*,4,2017-08-15
kantor pos besar yogyakarta,arya arya,perempatan ujung jalan malioboro ke alun-alun keraton,5,2019-08-15
kantor pos besar yogyakarta,aminu rosadah,kantor pod bessr terletsk di titik nol jogja,5,2018-08-15
kantor pos besar yogyakarta,muhamad rusli,datang pas weekdays tidak terlalu ramai,5,2023-08-15
kantor pos besar yogyakarta,cyber spartack,bangunan tempoe doloe yg masih dipertahankan,4,2017-08-15
kantor pos besar yogyakarta,sujiwo tejo,kgn jogja,5,2023-08-15
kantor pos besar yogyakarta,aqsho aufa,pusat filateli di jokja pada jamannya,5,2020-08-15
kantor pos besar yogyakarta,noer sida,kantor pos jogjakarta,4,2019-08-15
kantor pos besar yogyakarta,willian kelvin nata,"mantap, gedung nya luas!",4,2020-08-15
kantor pos besar yogyakarta,adhil kj,bangunan yang sangat bagus. mantap👏👏 …,5,2019-08-15
kantor pos besar yogyakarta,eram hanafi,lama kalo antre tukar duit.,2,2014-08-15
kantor pos besar yogyakarta,rizky hidayat,"nuansa intim kota yogyakarta, tak pernah terlupa..",5,2019-08-15
kantor pos besar yogyakarta,kia herbalis,"mudah dicari, profesional dan ramah",5,2023-08-15
kantor pos besar yogyakarta,sarwana bernard,tempatnya sangat cantik ..untuk selfie,5,2020-08-15
kantor pos besar yogyakarta,cahyana wiyana,jejak belanda di yogya,4,2017-08-15
kantor pos besar yogyakarta,rio setiyono,pelayanan sangat sangat buruk dan mengecewakan,1,2022-08-15
kantor pos besar yogyakarta,and_rheana kharina,one of historical building ini jogjakarta,5,2023-08-15
kantor pos besar yogyakarta,teguh jogj4x4rta,bangunan bersejarah yang masih kokoh,4,2018-08-15
kantor pos besar yogyakarta,ircham manthof,gedung tua penuh kisah & sejarah,5,2016-08-15
kantor pos besar yogyakarta,bagus eko,pelayanan terpadu cepat dan akurat,5,2022-08-15
kantor pos besar yogyakarta,bagus ario,"tempat nya bagus, pelayanan memuaskan",4,2018-08-15
kantor pos besar yogyakarta,maya l irawan,pelayananan cepat dan memuaskan,5,2023-08-15
kantor pos besar yogyakarta,areq andiargo,sendu pelengkap jogja pokonya,5,2018-08-15
kantor pos besar yogyakarta,indra wansyah,"bangunan lama, strategis, bersih dan rapi.",5,2019-08-15
kantor pos besar yogyakarta,triwahyu “barok” mubarok,macet depan pos indonesia juni 2019.,5,2019-08-15
kantor pos besar yogyakarta,darto kasim,klasik,5,2020-08-15
kantor pos besar yogyakarta,ayyub wicaksono,salah satu spot foto area malioboro,5,2019-08-15
kantor pos besar yogyakarta,muhammad fahri,kantor pos pusat di prov. diy,5,2022-08-15
kantor pos besar yogyakarta,aries siswondo noe,"👍👍👍, gedungnya bagus, lokasi strategis …",4,2020-08-15
kantor pos besar yogyakarta,keemaanaajaa,tepat di titik nol kota jogja,5,2022-08-15
kantor pos besar yogyakarta,mas sabar,tempat yang strategis,5,2017-08-15
kantor pos besar yogyakarta,aris setiawan,sesepuh,5,2017-08-15
kantor pos besar yogyakarta,notaris & ppat aris bharata sh cn,kulakan dagangan meterai😄 …,5,2023-08-15
kantor pos besar yogyakarta,tifar dwi,"bangunan tua,,cocok buat hunting foto",5,2017-08-15
kantor pos besar yogyakarta,afandi al ghifari,pengiriman tujuan samarinda telat,1,2019-08-15
kantor pos besar yogyakarta,wahyu catur prasetya,buka sampai malam,4,2018-08-15
kantor pos besar yogyakarta,yuni antoko,perempatan malioboro,5,2019-08-15
kantor pos besar yogyakarta,ihwan pramudita,cepat. bersih,5,2019-08-15
kantor pos besar yogyakarta,budi ambar,rame,5,2024-08-15
kantor pos besar yogyakarta,mas joko 168,cagar budaya.,4,2018-08-15
kantor pos besar yogyakarta,yumant yumantoko,arsitekturnya klasik dan bersejarah,5,2019-08-15
kantor pos besar yogyakarta,syaddam dwi rakhman,tempat luas dan pelayanan cepat,5,2017-08-15
kantor pos besar yogyakarta,vio la,apakah ada parkir mobil disini?,4,2019-08-15
kantor pos besar yogyakarta,hexta_alfa home,kantor pos terbesar jogjakarta,4,2018-08-15
kantor pos besar yogyakarta,rohandi aziz,tempat tunggu luas dan nyaman,5,2018-08-15
kantor pos besar yogyakarta,icus azure,kantor pos pusat yogyakarta,5,2016-08-15
kantor pos besar yogyakarta,sigit m,layanan memuaskan,5,2021-08-15
kantor pos besar yogyakarta,pak eko,masih seperti jaman dulu,5,2023-08-15
kantor pos besar yogyakarta,rth,salah satu tempat bersejarah,5,2018-08-15
kantor pos besar yogyakarta,m fadly,pelayanan lama banget,1,2023-08-15
kantor pos besar yogyakarta,ronald anthony,mantap.. pelayanan oke..,5,2018-08-15
kantor pos besar yogyakarta,luci ana,pelayanannya tambah berkualitas,4,2017-08-15
kantor pos besar yogyakarta,parwati noorfuadyaty,pelayanannya sangat baik,5,2020-08-15
kantor pos besar yogyakarta,arwan putra mansyur,susah dihubungi cs nya..,1,2020-08-15
kantor pos besar yogyakarta,dd sahadi,kantor pos besar jogjakarta,5,2019-08-15
kantor pos besar yogyakarta,nanda elok mayangsari,kantor pos paling tua dijogja,4,2017-08-15
kantor pos besar yogyakarta,fitri handayani,pelayanan lumayan ramah,4,2021-08-15
kantor pos besar yogyakarta,mas fikr,kantor pos dengan desain yang lama,5,2018-08-15
kantor pos besar yogyakarta,iri asih,👌👍👍 …,5,2019-08-15
kantor pos besar yogyakarta,syarif fish dan vivian aquarium,arsitektur nya bagus,5,2016-08-15
kantor pos besar yogyakarta,iyoss wazzo,bagus untuk spot foto...,5,2020-08-15
kantor pos besar yogyakarta,有難demo,central post office in jogja,4,2017-08-15
kantor pos besar yogyakarta,neli ismiatun,kantor pos di malam hari,5,2019-08-15
kantor pos besar yogyakarta,iman subekti,masih seperti dulu,3,2018-08-15
kantor pos besar yogyakarta,antonius widyatmoko,gedung bersejarah,5,2019-08-15
kantor pos besar yogyakarta,teguh santoso,"kantor klasik, pelayanan okelah.",5,2017-08-15
kantor pos besar yogyakarta,bayu ss,pos,5,2025-01-15
kantor pos besar yogyakarta,pemuda hijrah,tempatnya bagus dan rapi,5,2021-08-15
kantor pos besar yogyakarta,priyo dwi utomo,hanya lewat,4,2024-08-15
kantor pos besar yogyakarta,o o,kirim surat buat starla,5,2018-08-15
kantor pos besar yogyakarta,i gede agus sastrawijaya,pelayanan bagus.,5,2021-08-15
kantor pos besar yogyakarta,riski wahyu purnomo,buka 24 jam.,4,2019-08-15
kantor pos besar yogyakarta,singgih yuntoto,bangunan bersejarah,4,2017-08-15
kantor pos besar yogyakarta,indrasmara ilham perdana,bangunannya bagus,4,2017-08-15
kantor pos besar yogyakarta,nur k hamid (nurkhamid),gedung bersejarah,3,2018-08-15
kantor pos besar yogyakarta,agus iriawan,mengurus sesuatu..,5,2022-08-15
kantor pos besar yogyakarta,papabumi,kalau ditelpon tidak pernah diangkat,2,2018-08-15
kantor pos besar yogyakarta,ani sri rahayu,ngirim ke kantor pos malioboro,5,2018-08-15
kantor pos besar yogyakarta,anak mujaer,ramah dan mudah dipahami,5,2023-08-15
kantor pos besar yogyakarta,aditia nurjaman (aditiazaman),kantor pos pusat jogja,5,2017-08-15
kantor pos besar yogyakarta,bey arifin,pelayanan bagus,5,2020-08-15
kantor pos besar yogyakarta,mochamad hapsakti nurhindratno,kantor pos besar yk joss,4,2019-08-15
kantor pos besar yogyakarta,umar hashona,bersih dan rapih,5,2019-08-15
kantor pos besar yogyakarta,ari fia,😍😍😍 …,4,2017-08-15
kantor pos besar yogyakarta,muksin,kantor pos terbesar,5,2016-08-15
kantor pos besar yogyakarta,sidiq ariyadi,kantor pos pusat jogja,5,2019-08-15
kantor pos besar yogyakarta,zopi n said,bangunan bersejarah..,5,2019-08-15
kantor pos besar yogyakarta,nick gundala hs,"baik,",5,2021-08-15
kantor pos besar yogyakarta,eka putri,cepat sesuai estimasi,5,2018-08-15
kantor pos besar yogyakarta,maolana hamzah,sarat akan sejarah...,5,2018-08-15
kantor pos besar yogyakarta,asabo prabowo,selali kirim surat disini,3,2015-08-15
kantor pos besar yogyakarta,raesi saeful,kantor pos besar yogyakarta,4,2019-08-15
kantor pos besar yogyakarta,fathan alfan,klasik dan nyaman,4,2019-08-15
kantor pos besar yogyakarta,satriya umbu,pelayanan baik,5,2016-08-15
kantor pos besar yogyakarta,bennie fourteno alryanto,bangunan cagar budaya,5,2016-08-15
kantor pos besar yogyakarta,yoseph rismana,gedung tua bersejarah,5,2017-08-15
kantor pos besar yogyakarta,dwi cahyo mursito,klasik dan penuh history,5,2019-08-15
kantor pos besar yogyakarta,kamaruddin m yusuf,unik,5,2023-08-15
kantor pos besar yogyakarta,aan supriyadi,nice suasana malem,5,2019-08-15
kantor pos besar yogyakarta,nikolai yuri yakovlevich,cukup tau saja,1,2019-08-15
kantor pos besar yogyakarta,arif ra,bangunan peninggalan belanda,5,2020-08-15
kantor pos besar yogyakarta,rahmat alfianto,kantor pos besar,4,2017-08-15
kantor pos besar yogyakarta,doni andrianto,terpercayalah,5,2020-08-15
